Cenario,Modelo,Acuracia,Sensitividade,Especificidade,Precisao,Recall,F1,AUC,Score_Geral
Homens,Random Forest,0.75,0.8247422680412371,0.5428571428571428,0.8333333333333334,0.8247422680412371,0.8290155440414508,0.8216494845360824,0.7536528878951826
Homens,SVM Radial,0.6893939393939394,0.6391752577319587,0.8285714285714286,0.9117647058823529,0.6391752577319587,0.7515151515151515,0.7826215022091311,0.7382554558843218
Homens,Regressao Logistica,0.6363636363636364,0.5670103092783505,0.8285714285714286,0.9016393442622952,0.5670103092783505,0.6962025316455697,0.7516936671575847,0.695968314603314
Homens,Naive Bayes,0.48484848484848486,0.31958762886597936,0.9428571428571428,0.9393939393939393,0.31958762886597936,0.4769230769230769,0.7298969072164948,0.5908226481422357
