Cenario,Modelo,Acuracia,Sensitividade,Especificidade,Precisao,Recall,F1,AUC,Score_Geral
Mulheres,Random Forest,0.5952380952380952,0.6296296296296297,0.5333333333333333,0.7083333333333334,0.6296296296296297,0.6666666666666667,0.6641975308641975,0.6178130511463845
Mulheres,SVM Radial,0.5476190476190477,0.5185185185185185,0.6,0.7,0.5185185185185185,0.5957446808510639,0.6617283950617283,0.5847221284100717
Mulheres,Regressao Logistica,0.5,0.37037037037037035,0.7333333333333333,0.7142857142857143,0.37037037037037035,0.4878048780487805,0.6567901234567901,0.5496597410418549
Mulheres,Naive Bayes,0.5,0.25925925925925924,0.9333333333333333,0.875,0.25925925925925924,0.39999999999999997,0.38024691358024687,0.4945679012345679
